sweet_preference,spice_tolerance,texture_preference,flavor_intensity,period_cravings,stress_eating,gaming_snacks,hearty_meals,late_night,stress_response,celebration,weather_craving,adventure_level,cooking_preference,social_eating,quick_meal,budget_priority,instagram_behavior,comfort_food,food_risk,Personality
5,5,5,7,5,1,4,0,4,3,1,1,6,1,0,3,6,5,4,5,Texture Lover
6,10,5,4,5,3,3,4,1,2,4,0,10,3,2,0,5,2,6,0,Spice Warrior
7,5,3,7,4,4,5,4,6,5,1,0,7,1,3,1,5,5,2,0,Sweet Adventurer
4,3,3,4,4,0,5,5,1,3,5,2,6,3,3,5,0,2,1,3,Health Guru
4,6,4,4,2,0,4,0,4,5,5,3,5,1,4,4,1,3,6,2,Balanced Foodie
5,7,5,8,5,0,2,1,1,3,6,5,8,4,3,3,4,0,6,3,Texture Lover
5,7,4,7,3,2,0,4,1,5,3,4,9,0,5,4,6,1,6,4,Social Foodie
10,7,2,4,2,3,4,0,3,5,1,5,8,2,2,1,6,5,2,2,Sweet Adventurer
10,3,3,6,5,1,2,1,5,1,1,1,9,4,4,1,6,4,5,0,Sweet Adventurer
7,2,5,6,1,3,2,4,3,4,0,3,3,3,0,5,2,2,2,2,Comfort Seeker
6,6,2,8,3,5,2,5,1,2,2,3,6,0,1,0,2,1,0,4,Balanced Foodie
10,7,3,8,4,2,0,1,1,2,4,3,9,4,0,2,6,5,2,5,Sweet Adventurer
8,4,5,5,2,3,5,5,3,0,4,2,7,5,3,1,2,1,5,2,Social Foodie
2,6,2,7,5,1,1,2,4,3,3,0,6,3,5,0,0,0,2,2,Health Guru
6,8,4,5,1,0,0,1,2,4,6,4,8,3,1,5,3,0,2,3,Late Night Explorer
4,3,3,7,2,3,4,5,3,5,6,4,6,4,0,5,5,3,3,1,Health Guru
7,1,4,3,5,0,4,3,4,2,0,1,2,4,5,2,1,3,4,4,Comfort Seeker
6,5,2,7,5,5,0,1,1,0,6,3,8,2,1,3,1,5,1,4,Social Foodie
7,6,2,4,1,1,2,3,6,1,6,0,7,4,1,1,6,4,4,2,Sweet Adventurer
8,5,2,5,2,3,4,4,1,3,4,4,9,3,5,5,6,2,5,4,Social Foodie
6,6,3,3,0,2,1,0,4,0,3,5,4,4,0,0,1,1,1,4,Balanced Foodie
8,8,3,4,4,2,1,5,2,5,6,3,5,1,5,4,6,1,3,3,Late Night Explorer
5,10,2,8,5,1,2,4,1,3,6,1,8,0,3,1,3,4,4,3,Spice Warrior
3,10,5,7,0,5,5,1,1,0,4,3,8,3,3,3,4,5,6,3,Spice Warrior
7,4,4,3,3,0,4,4,4,4,2,4,5,2,5,3,5,2,4,1,Balanced Foodie
6,3,3,5,1,4,4,2,3,5,0,0,2,0,1,2,5,0,6,3,Comfort Seeker
4,6,4,5,1,3,3,4,4,1,5,1,6,1,5,5,5,5,2,1,Social Foodie
3,4,5,8,3,2,0,5,4,1,5,1,7,2,3,3,6,5,1,0,Texture Lover
5,4,4,8,1,3,0,4,3,5,1,1,4,3,2,3,2,2,2,1,Balanced Foodie
6,6,5,7,0,5,4,3,5,4,0,5,6,3,0,4,6,4,4,4,Texture Lover
6,10,2,8,3,0,3,4,1,5,6,2,10,1,2,4,4,1,5,2,Spice Warrior
1,5,3,6,1,3,0,3,4,1,1,2,7,5,3,3,1,0,5,5,Health Guru
8,6,1,8,2,1,3,4,6,0,1,5,8,1,1,4,4,0,3,3,Sweet Adventurer
2,6,3,8,0,0,2,1,2,0,0,3,6,0,3,1,4,0,1,1,Health Guru
6,6,4,4,3,3,5,4,5,5,6,0,5,1,1,1,2,1,5,4,Balanced Foodie
6,4,4,6,5,4,1,1,3,4,1,4,3,4,1,4,4,3,0,0,Comfort Seeker
6,6,5,4,2,2,5,5,5,4,0,5,7,3,3,0,4,4,3,1,Texture Lover
5,9,2,6,4,5,3,1,3,4,4,2,8,3,1,5,1,0,1,5,Spice Warrior
7,4,1,3,1,5,4,1,2,0,4,1,8,5,3,2,1,4,2,4,Sweet Adventurer
3,10,5,8,4,2,2,3,5,1,3,4,8,5,1,4,1,3,3,2,Spice Warrior
7,4,4,7,1,1,1,4,3,1,2,5,1,5,4,3,5,2,2,5,Comfort Seeker
8,3,5,3,3,1,5,4,6,3,6,1,4,2,0,2,0,2,5,1,Comfort Seeker
6,1,3,6,4,0,1,5,1,0,2,0,3,4,3,3,6,3,6,5,Comfort Seeker
4,8,3,8,5,0,0,3,5,3,5,2,6,4,4,0,2,2,5,4,Social Foodie
3,10,3,3,2,5,1,4,1,0,2,2,7,2,1,3,6,2,1,2,Spice Warrior
5,3,5,4,0,3,3,3,5,4,6,1,3,0,4,3,4,0,5,0,Comfort Seeker
8,2,5,3,4,4,1,2,2,1,0,5,1,3,2,5,5,4,6,3,Comfort Seeker
8,6,2,7,3,2,4,0,4,3,4,3,7,2,0,3,2,5,6,3,Sweet Adventurer
3,5,2,4,4,5,5,4,3,4,6,5,6,4,3,2,1,2,5,3,Health Guru
6,6,4,8,1,2,5,3,3,0,5,5,8,5,4,0,3,1,4,3,Late Night Explorer
3,3,2,4,4,0,5,3,1,5,2,0,5,3,2,0,6,0,4,2,Health Guru
8,4,4,4,3,5,5,2,5,4,0,0,4,0,3,1,4,5,4,1,Comfort Seeker
6,6,4,4,4,0,4,1,6,1,5,1,8,3,5,2,5,1,1,1,Social Foodie
5,3,3,3,1,3,2,5,3,0,4,5,4,4,4,4,3,4,2,0,Comfort Seeker
5,8,2,8,2,5,2,1,1,1,4,3,9,0,5,5,6,1,1,4,Social Foodie
6,7,4,3,0,0,3,0,4,4,1,3,6,0,1,4,0,2,5,5,Social Foodie
8,3,4,7,0,2,0,3,3,4,6,2,2,5,5,2,2,4,3,3,Comfort Seeker
5,9,5,4,3,4,5,1,1,1,0,0,9,4,1,4,2,2,3,4,Spice Warrior
4,5,2,4,1,3,5,4,1,5,5,0,6,3,4,1,3,4,2,0,Health Guru
7,6,2,4,2,3,5,0,3,1,0,0,6,3,4,2,4,2,4,0,Social Foodie
5,8,4,5,2,2,1,5,6,1,4,0,9,1,3,5,4,1,4,0,Social Foodie
8,2,3,5,0,5,0,4,6,5,2,5,1,4,3,5,3,2,4,0,Comfort Seeker
5,10,3,3,3,4,5,3,6,0,2,3,8,3,2,3,0,0,3,2,Spice Warrior
4,5,2,4,0,4,3,4,2,1,3,5,4,3,0,3,2,1,0,5,Balanced Foodie
2,8,5,8,4,2,4,1,1,5,5,1,10,5,3,1,0,2,6,3,Spice Warrior
6,6,2,3,4,0,4,5,3,3,5,5,7,0,3,5,5,1,0,0,Social Foodie
8,4,4,5,4,0,3,4,3,0,6,2,10,0,1,4,3,5,2,0,Sweet Adventurer
9,9,5,3,3,1,0,5,5,3,2,3,8,0,2,0,6,3,3,1,Late Night Explorer
5,4,2,6,0,0,4,0,4,5,3,3,6,2,0,1,0,4,2,2,Balanced Foodie
4,9,5,3,3,4,0,0,2,2,4,2,9,0,5,4,0,4,0,0,Spice Warrior
7,3,5,3,5,0,3,2,1,5,3,2,3,0,1,3,5,5,6,3,Comfort Seeker
7,1,5,7,1,0,1,0,1,0,2,2,1,2,2,0,5,1,2,0,Comfort Seeker
7,4,2,6,4,0,1,0,1,3,3,1,9,2,1,1,5,4,1,1,Social Foodie
4,8,4,3,1,4,2,3,4,2,3,5,10,3,0,2,1,0,1,3,Spice Warrior
10,5,1,6,1,1,5,0,3,0,2,5,7,2,2,3,6,2,2,0,Sweet Adventurer
7,8,3,6,5,5,4,2,2,2,4,3,7,5,2,5,3,3,1,4,Late Night Explorer
4,7,5,8,0,4,4,2,1,5,6,2,6,5,1,4,4,2,3,3,Texture Lover
7,6,4,4,4,4,4,2,1,3,5,4,10,1,1,2,3,5,3,0,Sweet Adventurer
3,4,3,5,1,4,3,0,1,1,6,4,7,0,4,3,3,4,5,4,Health Guru
9,9,3,7,5,4,2,4,1,1,2,1,7,1,2,3,4,5,3,0,Late Night Explorer
6,6,3,5,3,1,0,1,3,1,2,2,6,1,5,3,6,5,2,5,Balanced Foodie
1,5,3,3,3,5,1,3,1,5,4,1,4,2,1,5,1,2,6,4,Health Guru
7,7,2,5,1,5,5,5,1,0,3,3,8,3,2,1,4,1,3,1,Social Foodie
7,5,3,8,0,1,1,3,4,0,6,3,8,5,1,5,0,0,2,1,Sweet Adventurer
3,7,5,4,3,5,5,3,6,1,0,0,6,4,1,4,0,5,6,3,Texture Lover
5,8,4,6,2,3,0,1,5,5,0,0,9,1,1,0,1,2,4,2,Spice Warrior
3,3,3,3,1,4,5,4,2,1,4,0,4,5,4,0,4,3,3,4,Health Guru
9,4,4,4,4,1,5,2,6,3,5,2,8,5,2,0,2,2,6,4,Sweet Adventurer
6,3,3,6,2,4,3,4,2,0,5,5,4,1,4,2,1,1,6,4,Comfort Seeker
4,8,2,4,2,1,4,3,6,3,4,1,6,1,4,1,4,0,2,2,Social Foodie
4,3,4,6,3,0,3,1,5,1,0,1,8,2,2,1,2,2,3,5,Texture Lover
2,9,3,6,2,2,5,2,3,1,2,2,7,3,2,2,5,2,1,5,Spice Warrior
7,4,3,5,0,3,5,1,5,3,0,0,2,0,1,2,0,3,3,2,Comfort Seeker
10,6,3,7,2,5,5,1,6,0,0,1,7,2,1,2,0,0,4,2,Sweet Adventurer
3,3,4,8,3,3,2,1,2,3,4,5,5,1,3,4,0,3,4,0,Texture Lover
1,5,3,4,3,4,4,5,1,4,3,0,6,1,2,0,4,1,5,3,Health Guru
7,7,5,5,4,2,3,3,1,5,1,1,8,4,4,5,4,0,6,0,Texture Lover
5,6,4,6,3,1,5,0,1,2,5,0,8,0,0,5,4,3,1,5,Texture Lover
4,7,4,3,0,5,4,5,6,4,3,4,6,0,1,1,2,2,2,4,Texture Lover
6,6,4,4,5,3,2,3,4,0,5,5,4,4,2,5,4,0,6,5,Balanced Foodie
4,6,3,8,3,1,3,2,6,4,1,2,4,1,2,5,6,0,5,0,Health Guru
7,4,4,3,2,5,4,2,4,2,6,4,7,2,3,5,2,2,6,2,Social Foodie
3,4,4,4,5,0,0,1,5,2,5,3,6,3,2,5,6,0,3,0,Texture Lover
7,7,5,8,5,4,5,5,5,1,3,3,6,1,2,3,6,2,2,5,Social Foodie
6,9,3,8,0,3,2,2,1,3,5,0,7,3,1,1,5,1,1,5,Spice Warrior
7,7,4,6,2,5,5,4,4,0,1,0,7,4,1,5,4,0,1,4,Social Foodie
7,6,4,4,1,5,0,2,4,1,1,3,5,2,2,1,3,0,4,4,Texture Lover
3,10,3,3,0,4,0,0,2,4,1,0,10,5,1,3,4,5,4,1,Spice Warrior
6,5,5,4,4,5,5,0,5,3,3,2,8,5,3,0,0,4,6,5,Texture Lover
8,5,1,7,4,0,1,5,1,1,2,5,6,5,5,5,4,5,1,5,Sweet Adventurer
5,8,4,6,2,3,0,4,2,3,2,3,9,3,4,3,5,2,4,4,Spice Warrior
2,8,2,4,0,2,4,2,6,0,3,5,9,1,1,0,0,0,0,0,Spice Warrior
4,8,3,4,1,4,2,2,2,3,0,5,7,0,4,3,6,3,4,1,Social Foodie
3,3,4,7,3,0,4,2,2,0,2,5,8,4,4,3,1,5,2,2,Texture Lover
7,7,3,8,3,5,3,4,1,3,3,4,5,0,0,1,1,1,3,0,Late Night Explorer
5,6,2,5,2,4,0,4,2,0,5,2,9,4,3,5,5,3,1,0,Social Foodie
1,5,3,5,4,4,5,4,4,5,6,4,5,4,5,3,5,4,0,0,Health Guru
4,4,5,8,3,5,2,2,6,4,0,4,7,0,3,5,4,1,6,4,Texture Lover
7,8,3,8,5,1,0,2,4,0,6,3,9,4,3,1,4,0,6,3,Social Foodie
5,7,2,4,2,1,1,1,2,1,6,3,5,2,5,3,6,5,6,0,Balanced Foodie
1,3,1,3,2,3,1,1,4,2,1,1,7,4,3,1,2,3,0,5,Health Guru
1,4,1,5,1,4,3,4,3,0,4,4,4,4,2,4,6,0,0,1,Health Guru
2,9,3,7,3,5,1,5,3,0,6,4,9,1,1,1,0,4,5,5,Spice Warrior
8,6,5,4,0,3,1,5,1,3,0,0,8,5,5,1,0,5,3,1,Late Night Explorer
7,7,5,4,2,4,1,4,6,4,0,1,8,2,4,3,3,4,5,2,Texture Lover
3,6,3,7,1,0,0,1,1,0,0,1,7,1,1,2,6,2,3,3,Health Guru
2,5,1,8,2,4,1,0,6,5,6,2,6,1,0,0,6,4,2,5,Health Guru
3,6,2,6,4,2,0,0,3,3,0,4,5,5,2,4,4,0,4,0,Health Guru
8,5,2,7,0,4,1,2,5,4,1,5,8,2,1,3,2,1,6,2,Sweet Adventurer
6,4,2,5,2,5,1,2,2,5,3,3,4,1,4,0,2,4,4,0,Balanced Foodie
6,6,5,8,4,3,2,5,6,1,0,4,7,4,0,4,2,2,0,3,Texture Lover
4,5,3,8,3,5,0,0,3,2,1,2,4,0,4,5,3,2,4,2,Balanced Foodie
6,10,3,8,3,5,2,2,3,4,3,1,8,4,4,2,4,1,3,1,Spice Warrior
5,10,5,5,0,1,2,4,3,4,0,2,10,0,3,3,4,2,4,4,Spice Warrior
4,5,5,4,4,1,0,2,5,5,5,4,9,2,2,4,2,0,0,4,Social Foodie
2,10,4,3,4,3,1,0,2,3,5,1,9,0,1,5,5,3,3,4,Spice Warrior
9,5,1,5,5,0,2,2,4,5,4,4,6,5,1,2,0,0,6,0,Sweet Adventurer
4,5,1,7,5,5,2,3,4,2,6,2,4,2,0,0,1,1,1,0,Health Guru
4,7,3,3,1,0,3,3,6,5,0,4,5,0,4,2,2,4,0,5,Balanced Foodie
8,9,5,8,1,1,1,0,3,4,4,1,6,5,0,3,0,0,3,3,Late Night Explorer
7,6,2,4,1,5,0,2,4,4,0,5,5,1,2,2,3,4,1,2,Balanced Foodie
7,6,3,6,5,2,4,3,6,3,5,1,6,0,4,0,0,2,0,4,Balanced Foodie
1,3,1,3,0,4,1,4,3,4,6,3,6,5,1,4,5,1,1,2,Health Guru
5,8,5,4,2,2,0,0,4,1,0,0,6,1,4,2,3,2,4,0,Social Foodie
9,8,3,6,4,1,2,2,2,2,2,1,7,2,1,2,1,1,4,1,Late Night Explorer
6,6,3,8,5,5,4,2,4,2,0,0,5,0,5,2,2,5,3,3,Late Night Explorer
5,7,4,4,4,0,1,3,4,3,1,0,5,3,1,3,1,5,5,2,Balanced Foodie
5,5,4,7,2,0,3,4,6,3,5,4,6,2,1,5,2,3,4,1,Texture Lover
8,2,4,8,4,2,0,2,4,1,1,5,3,1,4,2,6,5,4,0,Comfort Seeker
4,9,3,8,0,3,1,4,5,4,3,5,10,2,0,1,2,1,6,0,Spice Warrior
4,5,1,6,4,5,4,4,2,2,4,0,6,4,4,0,2,3,5,4,Health Guru
5,6,3,8,3,2,4,1,5,2,5,5,6,0,5,4,5,0,2,4,Balanced Foodie
6,5,5,4,0,4,4,0,5,1,1,3,6,1,5,2,6,5,4,3,Late Night Explorer
2,10,2,7,1,1,1,3,6,3,0,0,9,5,3,2,2,3,6,1,Spice Warrior
6,7,5,4,4,1,2,5,1,1,0,3,6,1,0,2,2,5,4,5,Late Night Explorer
5,4,4,8,5,5,3,1,1,2,2,4,2,4,1,1,0,1,2,3,Comfort Seeker
4,3,4,6,2,5,1,4,3,4,1,5,6,5,1,3,0,1,4,3,Texture Lover
7,6,5,6,0,5,5,5,1,2,0,1,5,0,5,4,1,5,0,1,Late Night Explorer
6,8,3,7,4,1,2,1,4,3,1,2,5,2,3,2,3,5,3,1,Late Night Explorer
6,10,3,6,2,0,5,3,5,3,1,1,10,2,3,5,3,0,1,5,Spice Warrior
8,3,4,7,1,4,2,2,6,2,4,4,2,5,5,0,4,5,4,2,Comfort Seeker
2,3,1,8,2,5,1,4,6,0,4,1,4,2,5,4,2,5,2,5,Health Guru
4,9,5,6,1,0,4,5,3,4,5,5,8,5,4,3,1,1,3,1,Spice Warrior
2,9,2,8,5,3,0,5,2,5,6,1,8,4,1,4,5,2,3,4,Spice Warrior
7,1,3,7,1,0,5,4,3,2,5,3,1,1,2,0,4,1,0,5,Comfort Seeker
3,3,2,8,5,1,5,5,3,3,2,2,5,3,5,4,3,2,1,3,Health Guru
6,4,3,6,4,2,5,4,6,5,0,4,1,5,2,4,1,4,6,4,Comfort Seeker
9,7,4,5,0,1,4,2,3,5,5,5,7,3,5,1,0,4,6,5,Late Night Explorer
5,5,2,3,0,0,1,0,6,2,4,1,9,3,0,5,4,4,5,1,Social Foodie
4,4,4,4,1,5,1,0,1,1,3,1,6,5,2,2,3,3,3,2,Texture Lover
6,4,4,3,4,2,0,4,6,2,4,3,8,2,4,2,4,3,3,2,Texture Lover
9,4,1,7,3,3,0,3,4,1,6,5,7,2,0,4,6,3,5,1,Sweet Adventurer
8,7,3,7,0,0,1,1,1,2,4,2,6,0,5,2,4,0,4,4,Social Foodie
5,5,3,4,4,1,2,5,5,2,5,4,5,0,2,0,6,1,0,1,Balanced Foodie
1,6,1,8,3,5,1,4,1,2,5,1,4,1,4,2,5,1,3,3,Health Guru
8,5,4,3,5,0,4,0,2,0,4,1,9,1,5,1,2,4,0,0,Sweet Adventurer
8,3,5,3,3,5,0,1,4,2,3,0,4,0,0,1,2,1,3,3,Comfort Seeker
10,6,4,5,0,1,0,4,5,0,0,0,10,4,1,2,1,1,0,5,Sweet Adventurer
6,6,2,4,0,1,1,4,2,4,5,0,4,0,4,3,1,2,4,5,Balanced Foodie
10,7,1,6,5,5,1,4,3,4,5,5,6,1,3,2,5,2,1,3,Sweet Adventurer
6,5,3,7,0,5,0,2,3,4,1,3,7,3,0,2,4,3,4,3,Balanced Foodie
6,4,4,4,0,1,2,0,2,5,3,0,5,2,1,2,0,1,4,3,Texture Lover
5,3,5,7,0,1,1,5,4,1,1,5,3,4,5,4,2,2,1,0,Comfort Seeker
7,1,4,4,5,3,1,1,6,2,0,1,3,4,0,4,6,2,6,2,Comfort Seeker
6,1,5,7,1,3,1,5,4,1,0,4,2,3,0,2,4,2,3,5,Comfort Seeker
7,4,5,6,4,5,0,0,1,5,5,3,7,4,3,0,5,5,5,0,Social Foodie
4,4,2,8,5,4,2,3,5,2,3,0,7,0,1,5,4,3,0,2,Balanced Foodie
8,5,3,3,2,5,2,3,6,1,2,5,6,1,5,0,6,4,2,3,Social Foodie
8,6,2,7,5,4,0,0,1,0,1,1,9,2,1,5,5,2,4,5,Sweet Adventurer
7,5,3,5,3,3,4,1,2,1,4,2,7,1,4,4,0,1,4,1,Sweet Adventurer
6,5,4,6,3,3,2,3,1,1,3,3,5,5,4,5,3,3,2,2,Late Night Explorer
4,10,5,5,3,2,1,5,2,0,0,0,10,3,0,0,5,5,2,5,Spice Warrior
5,5,4,3,4,2,3,0,6,2,4,2,7,3,5,0,2,1,2,1,Social Foodie
6,1,3,7,0,1,5,0,2,0,5,0,1,3,1,3,5,0,2,1,Comfort Seeker
8,4,1,7,2,2,1,5,6,0,0,0,10,1,4,0,3,3,1,1,Sweet Adventurer
6,2,3,7,5,0,2,1,5,2,5,2,4,4,0,4,2,1,4,2,Comfort Seeker
4,4,2,3,0,5,1,0,1,0,5,4,6,3,0,3,5,4,4,2,Health Guru
9,8,5,7,1,4,2,0,6,3,4,3,6,1,1,2,0,1,4,4,Late Night Explorer
7,8,3,4,1,2,0,5,2,3,5,1,8,1,3,2,0,3,0,4,Social Foodie
6,6,4,7,5,0,1,4,4,0,2,2,8,0,1,2,0,2,4,3,Texture Lover
5,4,4,7,2,0,2,2,3,2,3,0,7,1,2,1,2,5,6,5,Texture Lover
5,5,5,6,5,5,5,2,6,1,6,1,7,0,2,3,5,0,6,0,Texture Lover
6,4,2,8,4,3,3,4,3,0,4,5,7,4,3,2,2,5,3,0,Social Foodie
4,7,4,6,0,3,3,4,4,0,3,2,5,4,0,3,3,1,3,1,Balanced Foodie
4,5,5,3,5,3,5,0,3,5,5,3,8,5,2,1,2,0,2,2,Texture Lover
8,3,4,3,1,2,1,2,2,4,6,0,6,0,2,0,2,1,2,4,Sweet Adventurer
2,8,5,6,5,4,5,1,1,0,2,1,7,3,3,4,6,5,6,2,Spice Warrior
4,9,4,7,3,0,5,4,5,1,0,3,7,1,3,5,2,3,6,2,Spice Warrior
8,3,3,3,4,1,4,3,4,1,2,3,2,4,4,4,5,0,3,1,Comfort Seeker
6,8,4,5,3,3,3,3,2,3,0,2,5,0,4,5,3,2,1,0,Late Night Explorer
9,7,2,7,3,3,5,5,4,4,4,5,10,3,0,1,4,4,2,0,Sweet Adventurer
7,4,2,6,5,5,1,2,1,1,5,4,6,5,2,4,3,1,5,4,Balanced Foodie
3,7,5,4,4,3,0,4,2,5,5,0,6,5,2,1,2,3,3,4,Texture Lover
8,5,3,6,4,1,1,4,5,5,4,2,8,3,4,0,1,3,3,3,Late Night Explorer
5,4,5,8,0,2,4,1,2,1,3,0,8,3,5,1,3,4,4,2,Texture Lover
5,7,4,8,1,4,3,0,5,5,4,1,5,5,0,0,6,4,5,2,Texture Lover
8,8,4,3,4,0,4,5,4,1,4,1,8,1,0,2,0,5,0,3,Late Night Explorer
7,7,3,3,5,3,0,5,3,4,5,5,4,1,1,5,0,5,4,2,Balanced Foodie
5,6,5,6,1,2,2,1,1,0,3,2,5,5,3,3,2,5,6,5,Texture Lover
8,8,3,5,0,3,5,1,3,2,3,3,6,1,1,2,0,5,2,1,Social Foodie
6,5,2,5,0,5,3,4,4,0,5,3,6,1,1,5,3,1,4,3,Balanced Foodie
8,3,5,7,2,4,5,5,3,1,2,0,2,1,3,0,6,0,6,3,Comfort Seeker
4,8,5,5,3,3,5,0,1,2,2,5,8,3,0,2,0,0,3,0,Spice Warrior
6,5,4,3,3,2,3,5,6,2,2,0,6,0,1,0,3,0,2,1,Texture Lover
4,8,5,6,3,5,5,1,4,2,2,3,8,4,3,2,0,4,4,2,Social Foodie
5,6,4,4,1,5,3,2,4,1,2,5,7,5,0,2,2,0,1,3,Balanced Foodie
8,4,3,4,0,1,3,4,5,5,2,2,7,4,4,3,5,5,4,4,Social Foodie
2,8,5,3,4,2,3,5,3,1,6,2,8,1,3,1,6,1,4,0,Spice Warrior
5,6,5,3,1,3,5,5,6,4,2,4,6,3,3,1,3,0,2,3,Social Foodie
8,9,3,6,4,1,4,2,4,1,3,2,7,5,4,0,0,1,1,5,Late Night Explorer
8,6,3,6,2,5,2,3,1,3,4,0,7,2,0,4,5,1,5,5,Late Night Explorer
7,5,3,4,1,1,5,4,6,0,3,0,4,2,3,5,4,1,3,4,Balanced Foodie
8,8,5,3,2,1,1,3,2,0,4,4,8,0,3,4,2,0,3,5,Late Night Explorer
9,7,3,6,5,0,3,4,3,3,5,3,10,2,4,5,5,5,3,1,Sweet Adventurer
10,6,4,6,1,5,0,0,6,3,5,2,9,0,1,1,6,5,0,0,Sweet Adventurer
4,6,5,8,2,1,2,4,4,3,6,1,6,1,2,3,5,4,1,3,Texture Lover
7,5,4,6,2,4,4,0,1,0,4,4,6,4,3,0,1,3,3,2,Balanced Foodie
7,9,4,3,4,3,5,1,4,0,4,5,6,2,5,0,4,2,2,4,Late Night Explorer
7,7,5,5,5,0,2,0,3,5,3,4,7,3,4,1,6,5,6,0,Texture Lover
5,9,4,8,3,1,4,0,1,0,3,5,9,5,0,2,0,2,1,5,Spice Warrior
6,4,5,5,1,3,2,4,1,0,1,5,3,3,1,0,5,2,3,0,Comfort Seeker
2,9,5,5,3,5,4,0,1,3,6,1,7,4,5,0,0,2,6,5,Spice Warrior
5,3,3,8,5,0,2,0,3,0,0,1,3,0,3,2,1,5,3,3,Comfort Seeker
5,9,5,8,0,3,2,3,3,4,6,4,7,1,0,1,3,4,3,5,Spice Warrior
10,4,4,3,3,0,0,2,3,5,5,0,6,0,3,1,1,4,2,5,Sweet Adventurer
3,6,4,7,5,0,3,0,5,1,3,2,7,4,4,2,5,2,4,5,Texture Lover
2,9,3,7,2,5,3,2,2,5,0,5,7,2,4,2,1,1,5,1,Spice Warrior
8,5,1,3,2,5,2,5,5,0,5,1,9,5,5,4,0,5,1,5,Sweet Adventurer
8,1,5,7,2,4,2,3,5,2,3,2,3,1,1,1,4,5,1,2,Comfort Seeker
8,6,4,6,1,0,1,1,2,0,5,3,9,1,0,1,0,1,1,4,Sweet Adventurer
6,7,4,3,3,1,5,1,3,5,5,3,8,4,2,3,0,4,1,5,Texture Lover
