sweet_preference,spice_tolerance,texture_preference,flavor_intensity,period_cravings,stress_eating,gaming_snacks,hearty_meals,late_night,stress_response,celebration,weather_craving,adventure_level,cooking_preference,social_eating,quick_meal,budget_priority,instagram_behavior,comfort_food,food_risk,Personality
8,3,4,6,1,0,1,4,4,5,2,2,1,4,0,5,1,1,1,2,Comfort Seeker
5,4,2,7,1,4,1,2,3,2,5,5,5,5,5,2,3,2,5,0,Balanced Foodie
9,5,4,8,4,1,4,1,1,0,0,4,6,5,2,3,3,2,0,2,Late Night Explorer
5,5,4,8,4,4,2,0,4,4,5,5,5,5,4,4,2,0,6,0,Texture Lover
2,10,4,7,3,1,4,5,1,2,6,3,10,2,1,0,6,1,4,3,Spice Warrior
7,3,5,3,2,3,5,0,3,0,0,1,8,5,1,4,5,1,5,1,Texture Lover
8,5,4,5,0,3,3,3,4,0,6,0,6,1,0,2,1,1,1,2,Sweet Adventurer
1,3,1,6,1,3,4,1,1,0,5,2,7,5,4,0,6,2,3,2,Health Guru
6,3,3,3,4,5,4,3,2,0,3,5,1,4,4,5,4,1,0,4,Comfort Seeker
1,3,2,5,2,3,0,5,4,1,3,3,7,2,3,0,3,0,0,0,Health Guru
2,6,2,3,0,3,1,4,5,5,5,4,4,3,2,0,4,4,6,0,Health Guru
9,3,3,6,2,1,5,0,4,4,2,2,6,5,0,4,2,0,1,5,Sweet Adventurer
6,2,5,4,4,0,1,5,4,0,1,2,1,5,3,2,0,2,5,1,Comfort Seeker
9,6,4,5,1,4,1,2,6,4,5,0,8,1,2,2,3,4,1,4,Sweet Adventurer
6,4,5,3,2,3,3,2,1,4,0,4,1,5,5,3,1,2,4,0,Comfort Seeker
4,6,3,6,4,3,1,5,5,5,4,3,5,2,1,5,6,2,5,2,Health Guru
7,4,2,4,3,4,3,4,2,3,5,3,9,2,4,3,1,2,6,0,Sweet Adventurer
4,8,5,6,4,1,1,5,3,1,5,3,10,4,3,3,5,4,3,4,Spice Warrior
6,9,3,6,2,3,3,4,6,3,6,2,5,1,1,4,4,3,2,0,Late Night Explorer
2,3,1,7,4,4,3,4,4,0,3,4,6,0,4,5,1,2,3,5,Health Guru
6,10,2,3,5,0,5,3,6,1,4,5,7,3,4,4,3,0,3,4,Spice Warrior
7,7,4,6,1,3,0,1,5,5,0,0,5,2,2,3,3,2,0,0,Texture Lover
3,5,1,5,0,2,5,0,5,1,4,2,4,2,1,0,4,0,6,4,Health Guru
8,4,3,6,5,0,0,1,5,3,6,1,7,5,0,2,6,2,4,1,Social Foodie
5,5,4,5,3,5,1,0,4,0,0,2,6,5,0,5,4,3,0,2,Texture Lover
2,10,2,5,2,1,4,1,1,5,4,5,9,1,5,0,6,1,1,0,Spice Warrior
7,5,5,5,0,0,2,4,2,2,4,2,8,2,1,5,6,0,5,3,Late Night Explorer
2,4,2,5,3,1,1,2,6,4,4,0,6,5,3,1,4,1,1,5,Health Guru
4,6,2,3,5,1,0,4,1,0,0,2,5,0,5,5,6,3,0,3,Balanced Foodie
4,6,1,7,1,0,1,2,3,2,3,4,7,5,0,3,0,4,6,3,Health Guru
6,5,4,5,5,1,4,1,6,5,1,3,8,2,0,1,6,4,2,2,Late Night Explorer
6,8,3,3,5,4,0,2,4,5,3,1,8,3,1,0,6,2,4,1,Social Foodie
9,7,2,8,0,2,0,1,1,5,5,5,8,5,4,2,5,3,6,1,Sweet Adventurer
5,7,3,3,2,2,2,3,2,0,0,4,6,4,4,1,5,2,0,2,Social Foodie
6,4,4,7,0,3,1,5,2,0,0,3,7,0,2,2,4,3,5,5,Social Foodie
2,8,3,4,4,0,2,4,4,0,4,3,9,2,0,3,5,3,2,0,Spice Warrior
5,8,5,4,5,0,4,5,4,3,4,4,7,0,3,0,5,3,3,5,Social Foodie
8,4,1,5,3,5,3,2,1,5,3,5,8,3,1,4,5,0,1,0,Sweet Adventurer
1,6,3,4,0,3,1,3,1,4,2,4,4,2,2,5,0,2,2,3,Health Guru
5,4,4,3,3,0,4,1,4,4,6,0,2,5,1,0,1,0,5,0,Comfort Seeker
6,5,2,5,1,4,4,2,2,1,6,2,7,5,4,4,1,0,3,3,Balanced Foodie
5,10,5,6,4,3,3,3,6,0,2,3,9,2,0,0,4,2,0,1,Spice Warrior
7,7,5,6,5,4,3,2,4,5,3,4,8,4,4,2,4,0,2,0,Texture Lover
1,4,3,5,4,1,2,1,4,4,0,1,7,4,2,1,2,2,0,4,Health Guru
10,5,1,4,5,5,4,5,2,3,1,3,9,0,1,3,2,0,1,5,Sweet Adventurer
9,4,4,7,0,0,3,0,1,1,5,4,7,0,3,1,5,2,4,5,Sweet Adventurer
8,3,4,8,5,2,1,4,1,1,2,2,9,1,4,4,1,1,2,3,Sweet Adventurer
5,2,3,3,2,4,5,0,4,0,2,4,2,1,4,1,5,3,5,4,Comfort Seeker
3,3,2,5,2,3,1,5,6,3,4,4,5,5,3,3,4,0,1,5,Health Guru
6,3,5,4,4,2,2,4,5,0,3,4,4,1,0,0,2,4,1,5,Comfort Seeker
6,6,2,6,5,3,4,3,3,1,2,3,6,1,1,2,5,2,5,1,Balanced Foodie
8,8,5,4,5,1,2,3,3,2,1,0,6,0,3,0,2,0,6,3,Late Night Explorer
8,8,3,3,5,0,1,2,4,1,2,1,5,4,3,1,4,5,5,3,Late Night Explorer
7,5,2,3,5,5,0,2,4,1,2,0,6,4,2,1,1,2,3,1,Sweet Adventurer
5,9,2,8,1,0,1,2,2,5,2,4,10,1,3,0,2,3,2,1,Spice Warrior
3,7,5,8,1,4,2,1,5,1,0,1,5,0,5,1,6,1,3,1,Texture Lover
3,3,5,6,0,0,0,2,5,3,2,2,7,5,2,3,3,5,1,1,Texture Lover
8,7,2,4,3,4,5,4,1,2,2,4,8,4,5,2,2,0,3,3,Social Foodie
2,9,2,8,2,0,1,2,6,4,0,5,10,1,1,5,4,5,1,3,Spice Warrior
4,6,4,5,0,1,2,0,5,2,0,2,5,4,1,2,3,3,3,3,Balanced Foodie
4,8,5,8,3,0,5,5,6,1,1,5,8,5,3,3,4,2,0,5,Spice Warrior
3,10,5,7,1,4,2,1,6,3,6,3,9,4,1,4,0,2,1,2,Spice Warrior
4,7,4,3,0,0,2,5,6,1,2,1,6,3,0,2,0,2,6,5,Texture Lover
8,2,4,5,3,5,3,1,3,4,4,0,3,4,3,0,3,2,5,5,Comfort Seeker
8,9,3,4,3,3,4,0,6,5,2,2,5,1,2,0,0,1,3,5,Late Night Explorer
7,3,5,7,3,2,4,1,4,1,6,5,3,1,0,1,0,3,1,1,Comfort Seeker
6,10,2,8,3,0,1,2,3,1,5,3,9,3,5,1,5,3,6,3,Spice Warrior
3,6,1,3,2,4,2,0,1,0,3,2,6,5,5,3,3,4,5,0,Health Guru
6,6,2,5,2,5,5,4,3,5,6,0,7,3,5,1,2,2,2,1,Balanced Foodie
3,3,3,6,5,4,2,1,5,2,4,0,6,3,3,3,3,4,3,0,Health Guru
4,7,5,6,4,3,1,1,1,1,3,1,5,4,3,1,2,3,3,0,Texture Lover
9,6,1,3,3,3,3,4,4,4,4,3,9,1,3,0,6,5,3,4,Sweet Adventurer
4,7,5,5,5,4,2,2,1,3,1,5,7,5,3,2,3,0,2,3,Social Foodie
8,7,1,6,2,0,5,5,1,1,4,3,9,0,0,3,5,0,0,4,Sweet Adventurer
10,5,3,3,4,2,4,1,2,4,3,5,8,4,2,3,3,3,4,0,Sweet Adventurer
5,6,3,8,2,0,2,3,1,5,1,5,6,1,0,0,3,4,6,4,Social Foodie
5,6,4,7,1,3,0,4,3,3,3,4,6,0,5,2,2,1,5,1,Balanced Foodie
4,6,5,7,4,4,1,2,1,2,2,1,6,4,3,5,2,4,2,0,Texture Lover
4,6,2,3,0,0,1,0,2,3,2,1,6,4,5,3,6,2,1,1,Health Guru
6,9,3,5,5,1,2,0,6,3,0,3,8,4,4,4,4,3,3,3,Late Night Explorer
1,4,3,7,5,5,3,4,1,1,6,0,6,3,4,1,3,3,1,0,Health Guru
3,3,2,3,3,2,3,2,5,1,5,1,6,4,5,0,5,1,2,0,Health Guru
5,3,5,8,1,1,5,5,6,0,4,5,2,0,1,4,6,0,0,0,Comfort Seeker
9,6,3,7,4,0,3,5,1,5,3,4,7,5,0,4,1,1,5,2,Late Night Explorer
7,7,3,7,1,5,4,1,3,5,0,4,7,2,3,1,3,5,1,3,Social Foodie
6,5,4,8,1,3,5,1,6,4,4,4,7,3,4,5,6,3,6,1,Texture Lover
7,4,3,4,3,4,1,2,4,5,2,2,3,4,2,2,0,5,1,1,Comfort Seeker
6,4,4,7,3,3,1,5,5,2,4,4,6,3,0,5,3,5,5,0,Texture Lover
8,3,2,4,1,2,3,4,1,4,4,1,10,2,4,0,6,1,4,2,Sweet Adventurer
5,4,5,4,0,1,2,2,6,5,1,2,5,5,2,3,3,3,5,3,Texture Lover
5,10,4,7,1,5,5,1,5,3,0,0,9,2,1,2,2,3,2,1,Spice Warrior
1,6,3,7,1,5,5,3,5,3,6,1,7,5,0,3,0,3,1,1,Health Guru
5,9,4,5,4,5,0,0,5,2,2,2,10,4,1,1,6,0,0,5,Spice Warrior
8,2,3,7,0,2,0,0,2,4,0,1,4,3,5,1,4,4,4,0,Comfort Seeker
7,4,3,7,2,5,3,5,3,1,6,4,3,1,0,2,3,2,6,2,Comfort Seeker
5,4,4,6,0,1,1,3,1,1,0,3,2,4,2,0,3,1,3,5,Comfort Seeker
9,7,1,3,5,4,4,5,4,2,1,3,9,2,0,2,3,1,2,3,Sweet Adventurer
4,5,2,8,1,3,3,0,3,1,2,5,5,3,3,4,0,1,4,5,Balanced Foodie
6,1,4,7,5,5,1,5,2,3,4,5,1,5,5,1,5,1,3,2,Comfort Seeker
7,3,4,6,3,1,5,2,2,4,4,4,7,3,0,5,4,0,3,5,Texture Lover
6,6,4,8,4,1,0,2,6,3,0,1,6,1,0,5,3,2,0,2,Balanced Foodie
7,7,2,7,2,0,1,1,5,2,6,3,4,5,0,0,1,3,3,3,Balanced Foodie
3,6,1,7,4,1,2,1,1,4,5,0,7,2,2,5,6,3,1,3,Health Guru
5,1,4,5,0,3,2,4,3,0,4,0,3,4,0,0,5,1,5,5,Comfort Seeker
8,3,4,5,5,0,5,5,1,5,6,0,3,2,1,0,1,0,1,5,Comfort Seeker
1,3,2,3,4,5,5,5,1,0,6,2,4,4,2,4,2,1,3,4,Health Guru
7,7,2,3,5,3,3,5,2,0,2,4,4,3,5,3,4,1,5,4,Balanced Foodie
7,2,4,3,3,0,2,0,6,0,4,5,3,0,3,2,0,1,4,1,Comfort Seeker
5,9,2,3,4,1,1,2,5,4,6,0,7,0,5,5,2,1,0,3,Spice Warrior
9,6,3,4,2,3,3,4,6,5,4,3,8,5,3,5,5,4,6,3,Sweet Adventurer
5,3,5,5,5,4,1,5,5,4,1,4,4,5,1,4,3,1,5,4,Comfort Seeker
5,8,2,4,4,1,2,1,3,1,3,1,9,2,0,4,5,0,0,3,Social Foodie
8,8,5,4,3,4,2,4,2,2,5,5,6,4,0,5,2,3,0,5,Late Night Explorer
4,10,3,3,1,5,0,3,3,1,3,3,7,5,5,0,3,2,3,0,Spice Warrior
1,4,3,7,0,1,2,3,1,3,1,1,7,3,5,0,2,2,2,2,Health Guru
4,6,2,5,5,0,2,0,4,4,4,5,5,4,5,1,6,1,6,0,Balanced Foodie
9,8,4,6,5,3,1,5,3,4,6,3,6,0,1,2,1,3,1,2,Late Night Explorer
10,4,1,5,2,3,2,2,1,4,1,0,10,5,2,0,1,1,1,3,Sweet Adventurer
3,3,4,5,0,4,1,0,2,4,0,0,5,2,0,5,6,4,6,5,Texture Lover
3,4,1,5,5,2,5,5,4,0,4,4,7,4,4,5,4,4,6,3,Health Guru
5,2,3,3,1,4,3,2,1,3,1,0,2,5,1,3,4,2,2,4,Comfort Seeker
4,9,3,7,3,5,0,1,2,4,6,0,10,4,0,2,4,3,0,1,Spice Warrior
6,6,4,5,2,0,5,5,3,0,0,3,7,5,3,0,6,1,4,0,Balanced Foodie
10,3,2,4,3,4,1,5,4,5,5,0,6,4,0,2,3,0,5,2,Sweet Adventurer
5,8,4,8,4,3,4,3,4,0,2,3,9,0,4,0,0,1,2,4,Social Foodie
8,7,2,5,3,3,3,0,1,1,2,4,8,5,5,1,1,3,3,3,Social Foodie
4,5,2,7,3,1,0,0,4,3,0,3,6,0,2,5,0,1,3,3,Balanced Foodie
5,3,3,5,4,2,3,2,1,1,4,4,3,0,2,4,6,5,6,3,Comfort Seeker
8,8,5,7,1,5,4,4,1,0,3,4,7,4,1,5,5,0,4,3,Late Night Explorer
7,8,5,3,0,2,5,3,2,1,5,5,7,5,1,3,1,3,5,4,Late Night Explorer
7,9,3,6,4,0,0,4,3,2,6,5,7,0,1,1,4,5,5,0,Late Night Explorer
6,3,3,7,1,4,3,5,1,5,3,5,2,0,0,0,6,5,3,1,Comfort Seeker
7,4,5,4,2,1,4,1,4,5,5,5,9,3,2,0,1,2,2,5,Social Foodie
4,5,5,3,4,4,5,4,4,2,1,4,5,3,2,1,1,3,6,1,Texture Lover
2,10,3,3,2,2,1,3,2,4,2,0,8,5,2,1,5,0,2,4,Spice Warrior
9,9,3,4,0,4,3,1,1,2,5,3,7,0,0,2,1,2,0,4,Late Night Explorer
7,7,3,5,4,1,1,3,1,2,3,2,6,4,3,1,6,5,2,0,Balanced Foodie
6,10,2,6,1,3,5,5,6,2,6,2,8,1,2,1,3,0,4,5,Spice Warrior
6,1,4,3,5,0,2,4,3,2,1,2,4,5,3,2,2,3,2,1,Comfort Seeker
8,4,3,7,0,4,3,1,4,4,4,3,1,4,2,4,3,0,4,2,Comfort Seeker
5,4,2,8,2,3,5,1,5,3,1,3,7,0,4,0,5,5,6,2,Social Foodie
6,8,5,8,1,2,1,3,3,4,5,4,10,1,0,4,3,5,3,1,Spice Warrior
4,5,3,5,1,4,5,5,6,0,4,1,6,4,4,4,6,5,4,5,Health Guru
7,7,4,7,0,1,1,2,5,2,0,2,7,5,4,2,4,4,5,1,Balanced Foodie
7,9,4,3,4,0,4,3,2,2,2,2,5,2,2,5,3,3,2,3,Late Night Explorer
4,4,3,8,0,0,1,0,6,5,0,0,5,3,2,1,4,2,4,4,Health Guru
4,4,4,7,1,1,2,2,5,3,1,5,5,4,1,4,4,0,4,0,Balanced Foodie
5,4,2,6,5,4,3,5,5,5,3,1,7,4,0,1,3,1,6,2,Social Foodie
3,5,4,6,0,5,0,1,4,5,3,1,5,2,2,5,3,0,5,2,Texture Lover
6,8,4,6,0,0,3,1,5,1,6,0,6,2,3,5,2,2,5,4,Late Night Explorer
5,8,5,6,2,3,5,2,6,2,4,5,7,1,4,1,3,3,6,5,Spice Warrior
10,7,4,3,4,0,2,4,2,0,3,1,9,4,3,5,2,2,6,3,Sweet Adventurer
5,4,5,4,0,3,3,0,2,0,2,5,6,2,0,2,4,3,0,2,Social Foodie
6,1,3,8,1,2,0,0,6,0,0,5,1,1,5,3,0,5,2,0,Comfort Seeker
7,2,4,5,5,4,2,2,5,1,0,1,4,2,0,5,1,1,6,4,Comfort Seeker
10,4,3,7,4,4,1,2,4,1,0,1,7,1,1,3,6,1,3,2,Sweet Adventurer
7,4,4,5,2,1,5,0,1,5,5,4,7,3,0,2,5,5,5,2,Balanced Foodie
4,6,3,8,4,5,1,4,1,3,5,0,7,3,4,5,1,2,4,3,Social Foodie
7,5,4,5,5,4,3,5,2,2,2,1,5,1,2,3,4,1,6,5,Texture Lover
3,6,2,8,1,0,3,2,2,5,3,5,7,2,2,4,2,4,5,0,Health Guru
4,5,2,7,5,5,2,0,2,4,0,2,6,4,2,5,2,3,5,0,Social Foodie
2,8,4,7,0,3,5,5,2,2,3,3,7,5,0,1,3,5,0,2,Spice Warrior
7,5,3,4,2,3,0,2,5,4,6,2,6,0,1,5,5,4,1,4,Sweet Adventurer
6,7,3,3,1,0,5,3,1,1,1,5,6,0,4,5,5,0,5,0,Late Night Explorer
6,9,4,4,5,2,4,2,4,2,0,2,8,1,4,5,3,4,1,2,Late Night Explorer
2,5,2,4,1,0,3,2,6,1,5,1,5,3,5,5,3,2,1,2,Health Guru
4,5,2,8,0,2,5,2,6,3,3,3,7,1,5,1,5,4,4,1,Balanced Foodie
3,3,4,3,3,5,4,4,6,3,2,5,6,4,4,5,4,4,0,4,Texture Lover
8,2,3,7,2,2,0,5,5,3,2,2,4,5,5,3,1,1,6,0,Comfort Seeker
8,7,4,3,1,3,1,0,4,2,3,0,6,2,3,1,6,2,2,0,Sweet Adventurer
1,6,1,3,2,0,5,5,2,5,3,2,5,4,5,2,3,2,2,5,Health Guru
8,3,3,4,3,3,2,3,1,0,3,5,3,2,0,2,4,5,0,2,Comfort Seeker
6,4,5,8,5,1,0,2,1,0,4,3,6,5,2,5,3,5,1,1,Social Foodie
8,2,3,5,3,4,3,4,1,4,4,1,2,4,3,1,2,0,2,2,Comfort Seeker
4,3,1,5,4,0,1,2,2,2,6,1,5,2,3,1,4,1,4,1,Health Guru
2,10,3,3,0,4,5,0,4,5,4,3,8,5,2,3,5,3,0,3,Spice Warrior
6,6,3,4,4,5,0,3,1,4,2,4,4,5,3,2,2,5,4,5,Balanced Foodie
8,3,5,3,0,3,0,0,1,1,0,2,3,3,3,4,6,4,3,3,Comfort Seeker
6,6,5,4,1,3,3,1,5,5,5,2,7,1,0,3,4,2,6,1,Texture Lover
7,5,5,5,3,3,3,1,6,3,2,4,5,1,2,3,0,4,2,0,Late Night Explorer
3,5,3,5,2,5,1,3,4,2,2,1,5,0,1,2,2,4,6,1,Health Guru
6,5,4,3,3,0,0,0,2,4,5,1,5,1,4,2,3,0,3,4,Texture Lover
5,5,3,5,0,1,1,0,4,4,0,1,8,2,4,0,6,4,0,1,Social Foodie
8,5,4,8,3,2,4,1,6,2,6,1,8,0,3,0,2,3,4,0,Late Night Explorer
4,7,4,7,3,5,0,0,2,4,6,3,6,1,3,0,2,3,4,4,Texture Lover
4,5,4,5,2,2,5,2,1,1,0,0,6,2,1,5,5,2,6,1,Balanced Foodie
5,6,4,6,0,2,0,4,2,4,5,5,5,0,0,2,0,5,2,4,Balanced Foodie
3,10,3,5,0,1,5,4,6,0,0,2,7,5,0,5,3,2,3,5,Spice Warrior
4,8,2,6,0,1,0,1,2,0,1,3,7,1,3,5,1,1,3,1,Spice Warrior
7,7,4,8,1,3,0,5,4,5,5,1,6,0,3,1,4,3,1,4,Social Foodie
4,3,3,5,5,5,1,5,1,1,0,2,6,1,3,4,2,3,6,1,Health Guru
9,8,3,5,1,0,2,1,1,2,4,0,8,4,3,2,5,2,5,4,Late Night Explorer
5,4,4,8,0,2,4,3,3,2,5,0,5,5,4,1,2,2,3,2,Texture Lover
3,6,4,5,2,3,5,0,4,5,0,3,6,3,5,3,5,5,3,4,Texture Lover
4,3,1,5,5,1,0,4,1,4,2,1,5,2,1,2,6,3,0,4,Health Guru
2,8,5,5,1,4,2,2,5,4,1,4,7,5,1,1,6,1,5,5,Spice Warrior
3,8,3,4,0,0,3,0,5,2,3,2,9,2,1,0,6,3,5,4,Spice Warrior
4,5,2,4,4,3,4,4,4,5,6,3,5,1,3,1,6,3,2,5,Health Guru
6,7,3,5,3,4,1,4,1,2,4,1,7,5,5,2,2,1,0,3,Balanced Foodie
8,1,3,7,3,2,0,4,3,5,4,3,3,3,5,2,0,5,6,3,Comfort Seeker
8,5,5,7,5,4,3,4,5,3,1,2,7,1,3,3,4,3,2,4,Late Night Explorer
8,1,4,4,2,4,4,0,4,5,0,0,2,5,1,4,3,5,3,2,Comfort Seeker
5,4,5,5,2,3,3,2,4,2,3,2,3,2,4,5,5,0,2,1,Comfort Seeker
9,7,2,6,3,1,0,0,6,5,4,5,9,2,1,5,5,1,6,0,Sweet Adventurer
3,4,5,8,1,5,0,5,4,4,1,5,7,5,3,5,5,5,5,1,Texture Lover
7,3,3,3,5,2,2,2,4,2,2,3,4,1,2,1,1,2,0,4,Comfort Seeker
3,10,5,4,3,0,1,2,5,3,5,1,7,5,0,0,5,4,6,0,Spice Warrior
1,6,2,8,0,0,1,5,1,3,6,1,6,0,5,0,3,3,3,5,Health Guru
8,7,2,5,4,1,0,2,2,3,1,3,6,2,0,2,4,3,5,2,Social Foodie
8,6,3,3,2,1,3,0,6,3,4,3,7,4,5,1,4,2,5,2,Sweet Adventurer
5,10,3,8,2,2,1,5,6,0,2,5,7,5,0,5,4,0,4,2,Spice Warrior
6,5,5,3,4,4,4,5,5,3,1,5,6,4,3,5,6,4,6,5,Social Foodie
7,5,4,5,2,0,3,3,6,1,1,1,7,0,3,3,4,1,5,0,Late Night Explorer
6,4,4,4,2,4,2,4,4,0,1,0,6,3,5,4,6,2,5,4,Texture Lover
5,4,4,5,4,2,3,0,1,2,1,2,8,5,4,1,0,4,1,1,Texture Lover
10,6,4,4,0,1,1,2,2,0,6,5,9,2,4,1,4,0,3,1,Sweet Adventurer
6,3,3,3,4,0,0,4,4,2,1,4,4,4,1,3,0,3,4,1,Comfort Seeker
7,4,4,5,1,0,0,2,3,5,6,2,6,2,0,4,0,4,6,2,Balanced Foodie
4,8,2,6,2,3,3,0,6,3,3,0,7,0,0,2,4,4,4,0,Spice Warrior
1,5,3,5,4,4,1,0,5,5,4,1,6,5,3,4,5,0,3,2,Health Guru
8,3,3,8,0,1,3,5,5,4,3,3,8,2,1,0,3,3,0,2,Sweet Adventurer
3,6,3,6,4,1,0,5,4,4,4,5,5,4,5,2,5,5,1,4,Health Guru
5,5,5,4,3,1,4,2,2,5,6,5,7,2,5,1,1,5,2,1,Texture Lover
4,5,5,8,2,5,0,0,2,1,2,0,7,1,4,4,4,4,4,0,Texture Lover
8,6,2,4,2,0,0,0,4,0,6,1,8,4,5,1,1,1,6,2,Sweet Adventurer
4,4,5,3,5,3,4,2,3,3,0,1,6,0,5,1,0,2,0,3,Texture Lover
8,6,3,4,3,3,3,3,5,4,5,1,10,0,5,2,1,0,5,1,Sweet Adventurer
3,10,5,3,4,5,1,3,2,4,5,4,8,1,2,2,2,5,5,2,Spice Warrior
4,5,2,7,2,0,0,0,4,5,2,2,6,0,3,3,2,0,1,1,Health Guru
5,6,3,5,2,1,5,0,4,2,3,1,4,5,2,2,2,2,4,0,Balanced Foodie
10,5,2,6,3,0,1,2,2,5,4,3,9,0,1,5,0,4,1,0,Sweet Adventurer
3,6,5,6,2,4,5,4,1,4,1,0,8,5,0,3,4,1,2,3,Texture Lover
4,3,4,4,4,3,2,3,2,1,4,0,8,3,5,3,6,3,5,5,Texture Lover
9,8,4,4,3,0,0,2,5,5,2,1,6,1,4,1,2,2,6,0,Late Night Explorer
10,5,3,3,0,0,3,1,1,5,5,5,8,3,5,3,6,1,2,5,Sweet Adventurer
7,7,2,5,2,3,1,3,5,0,6,4,9,4,2,0,1,2,1,1,Sweet Adventurer
5,4,4,5,5,4,5,0,5,2,4,5,5,5,0,3,0,1,4,1,Balanced Foodie
5,8,2,6,5,3,1,1,5,1,2,3,6,4,0,5,6,0,2,3,Social Foodie
4,9,3,3,5,1,3,4,1,1,0,2,8,3,4,0,6,5,2,5,Spice Warrior
4,5,4,4,4,3,2,2,6,1,1,0,4,3,4,4,5,3,0,2,Balanced Foodie
5,4,5,8,1,1,2,2,5,2,4,4,8,1,5,3,1,3,6,3,Texture Lover
5,7,4,3,1,1,3,5,1,0,3,4,7,4,5,0,4,2,3,1,Social Foodie
10,6,3,5,2,5,1,2,5,5,2,0,7,5,0,4,2,0,2,3,Sweet Adventurer
5,8,4,5,0,5,5,1,6,0,4,0,9,1,3,4,4,1,5,3,Spice Warrior
9,7,1,7,5,5,1,3,2,5,1,2,7,3,4,1,2,4,5,1,Sweet Adventurer
10,5,4,3,4,5,5,5,5,2,5,2,7,0,5,5,5,1,5,1,Sweet Adventurer
7,9,5,4,0,5,3,0,1,2,2,2,6,4,0,2,3,3,0,2,Late Night Explorer
8,5,3,8,0,4,2,4,6,0,3,2,8,4,4,5,6,2,1,0,Late Night Explorer
4,9,2,8,2,3,1,3,6,5,3,5,8,2,3,3,1,1,4,2,Spice Warrior
4,3,5,4,4,1,4,0,5,4,2,4,6,3,3,2,4,4,2,3,Texture Lover
5,8,3,6,1,1,1,5,3,3,6,1,9,5,3,0,2,5,0,2,Social Foodie
5,7,2,6,3,0,3,5,2,1,1,5,6,0,4,1,3,4,4,5,Social Foodie
